2016-05-10		"10.B"	"i"	78
2016-05-10		"11.B"	"ú"	73
2016-05-10		"12.B"	"i"	61
2016-05-10		"9.D"	"h"	48
2016-05-10		"10.C"	"i"	47
2016-05-10		"12.D"	"v"	41
2016-05-10		"9.C"	"i"	40
2016-05-10		"12.E"	"ú"	39
2016-05-10		"10.E"	"ú"	28
2016-05-10		"10.D"	"ú"	24
2016-05-10		"10.D"	"i"	24
2016-05-11		"10.A"	"i"	100
2016-05-11		"11.A"	"ú"	84
2016-05-11		"12.D"	"v"	84
2016-05-11		"10.C"	"ú"	82
2016-05-11		"9.D"	"i"	79
2016-05-11		"12.B"	"ú"	77
2016-05-11		"11.C"	"ú"	73
2016-05-11		"10.C"	"h"	72
2016-05-11		"9.C"	"ú"	69
2016-05-11		"9.C"	"i"	59
2016-05-11		"9.B"	"i"	55
2016-05-11		"9.D"	"h"	47
2016-05-11		"11.B"	"ú"	46
2016-05-11		"10.B"	"v"	37
2016-05-11		"12.E"	"v"	32
2016-05-11		"12.C"	"v"	30
2016-05-11		"10.E"	"ú"	27
2016-05-11		"11.A"	"v"	25
2016-05-12		"11.B"	"v"	115
2016-05-12		"9.B"	"i"	87
2016-05-12		"10.E"	"ú"	86
2016-05-12		"10.B"	"i"	83
2016-05-12		"12.E"	"v"	78
2016-05-12		"11.D"	"ú"	78
2016-05-12		"10.A"	"ú"	68
2016-05-12		"12.B"	"v"	63
2016-05-12		"12.B"	"ú"	58
2016-05-12		"11.C"	"i"	56
2016-05-12		"11.A"	"v"	49
2016-05-12		"10.B"	"i"	38
2016-05-12		"10.B"	"i"	36
2016-05-12		"10.D"	"v"	31
2016-05-12		"9.C"	"i"	29
2016-05-12		"10.B"	"ú"	22
2016-05-12		"10.B"	"ú"	20
2016-05-13		"12.C"	"ú"	89
2016-05-13		"9.E"	"v"	81
2016-05-13		"9.A"	"i"	74
2016-05-13		"9.A"	"i"	72
2016-05-13		"11.D"	"ú"	71
2016-05-13		"9.D"	"h"	68
2016-05-13		"9.B"	"h"	66
2016-05-13		"11.E"	"v"	59
2016-05-13		"10.E"	"i"	58
2016-05-13		"9.E"	"ú"	53
2016-05-13		"11.B"	"h"	31
2016-05-13		"11.E"	"i"	23
2016-05-17		"11.D"	"i"	99
2016-05-17		"10.A"	"ú"	96
2016-05-17		"12.A"	"h"	96
2016-05-17		"11.B"	"ú"	92
2016-05-17		"12.E"	"ú"	92
2016-05-17		"11.B"	"v"	92
2016-05-17		"9.B"	"v"	91
2016-05-17		"12.C"	"i"	79
2016-05-17		"11.B"	"i"	74
2016-05-17		"11.D"	"v"	69
2016-05-17		"12.B"	"h"	68
2016-05-17		"11.A"	"ú"	66
2016-05-17		"11.A"	"ú"	61
2016-05-17		"10.B"	"ú"	60
2016-05-17		"11.A"	"i"	55
2016-05-17		"11.A"	"h"	55
2016-05-17		"12.A"	"ú"	52
2016-05-17		"10.C"	"ú"	49
2016-05-17		"11.D"	"i"	49
2016-05-17		"10.E"	"v"	46
2016-05-17		"12.B"	"v"	43
2016-05-17		"11.D"	"ú"	41
2016-05-17		"12.B"	"ú"	35
2016-05-17		"9.D"	"ú"	33
2016-05-17		"12.D"	"ú"	28
2016-05-17		"12.D"	"v"	23
2016-05-18		"9.D"	"v"	95
2016-05-18		"10.E"	"ú"	92
2016-05-18		"11.D"	"h"	86
2016-05-18		"9.B"	"ú"	79
2016-05-18		"9.D"	"v"	79
2016-05-18		"12.D"	"ú"	78
2016-05-18		"12.E"	"ú"	72
2016-05-18		"12.A"	"v"	65
2016-05-18		"10.D"	"i"	65
2016-05-18		"11.B"	"i"	50
2016-05-18		"9.D"	"i"	46
2016-05-18		"9.D"	"h"	45
2016-05-18		"11.A"	"i"	43
2016-05-18		"10.E"	"ú"	31
2016-05-18		"10.C"	"ú"	29
2016-05-18		"9.B"	"v"	29
2016-05-18		"11.B"	"v"	24
2016-05-19		"10.D"	"h"	100
2016-05-19		"11.B"	"ú"	94
2016-05-19		"12.B"	"v"	93
2016-05-19		"11.D"	"i"	92
2016-05-19		"10.C"	"ú"	79
2016-05-19		"11.E"	"i"	66
2016-05-19		"10.D"	"ú"	64
2016-05-19		"9.C"	"v"	57
2016-05-19		"12.E"	"i"	56
2016-05-19		"11.B"	"ú"	56
2016-05-19		"12.E"	"ú"	55
2016-05-19		"9.A"	"i"	54
2016-05-19		"11.C"	"v"	50
2016-05-19		"11.A"	"ú"	39
2016-05-19		"12.B"	"h"	36
2016-05-19		"11.D"	"h"	26
2016-05-19		"12.B"	"h"	21
2016-05-20		"12.A"	"v"	94
2016-05-20		"12.D"	"ú"	91
2016-05-20		"9.E"	"ú"	77
2016-05-20		"11.E"	"i"	76
2016-05-20		"9.E"	"v"	75
2016-05-20		"12.D"	"ú"	72
2016-05-20		"12.A"	"i"	68
2016-05-20		"10.B"	"v"	64
2016-05-20		"11.C"	"h"	61
2016-05-20		"9.E"	"ú"	58
2016-05-20		"10.E"	"ú"	44
2016-05-20		"10.A"	"v"	42
2016-05-20		"9.D"	"ú"	27
2016-05-20		"10.A"	"i"	25
2016-05-23		"11.C"	"v"	166
2016-05-23		"11.D"	"h"	98
2016-05-23		"12.B"	"ú"	98
2016-05-23		"10.C"	"ú"	97
2016-05-23		"9.C"	"v"	89
2016-05-23		"12.A"	"ú"	89
2016-05-23		"9.B"	"ú"	85
2016-05-23		"11.E"	"ú"	80
2016-05-23		"12.A"	"ú"	79
2016-05-23		"11.D"	"h"	77
2016-05-23		"10.B"	"i"	73
2016-05-23		"9.B"	"ú"	70
2016-05-23		"12.C"	"ú"	63
2016-05-23		"10.B"	"ú"	63
2016-05-23		"10.C"	"i"	60
2016-05-23		"11.A"	"ú"	58
2016-05-23		"12.C"	"i"	53
2016-05-23		"11.A"	"i"	47
2016-05-23		"11.E"	"v"	44
2016-05-23		"10.A"	"ú"	43
2016-05-23		"11.C"	"i"	40
2016-05-23		"12.B"	"ú"	37
2016-05-24		"9.C"	"ú"	77
2016-05-24		"10.D"	"ú"	76
2016-05-24		"10.D"	"h"	73
2016-05-24		"11.B"	"h"	68
2016-05-24		"12.B"	"i"	54
2016-05-24		"11.A"	"i"	54
2016-05-24		"12.E"	"ú"	45
2016-05-24		"9.A"	"i"	31
2016-05-24		"9.E"	"v"	27
2016-05-24		"9.C"	"h"	25
2016-05-24		"9.D"	"ú"	21
2016-05-25		"11.D"	"ú"	96
2016-05-25		"11.A"	"i"	95
2016-05-25		"11.C"	"v"	92
2016-05-25		"12.D"	"h"	90
2016-05-25		"11.A"	"v"	89
2016-05-25		"12.B"	"ú"	80
2016-05-25		"10.A"	"ú"	66
2016-05-25		"11.C"	"ú"	66
2016-05-25		"10.C"	"h"	62
2016-05-25		"10.D"	"ú"	61
2016-05-25		"11.B"	"i"	59
2016-05-25		"10.B"	"ú"	54
2016-05-25		"10.C"	"ú"	52
2016-05-25		"10.A"	"i"	34
2016-05-25		"9.E"	"ú"	34
2016-05-25		"9.C"	"i"	28
2016-05-25		"9.B"	"v"	28
2016-05-25		"10.A"	"i"	26
2016-05-25		"10.D"	"i"	22
2016-05-25		"10.E"	"v"	21
2016-05-26		"11.D"	"i"	91
2016-05-26		"11.A"	"ú"	70
2016-05-26		"10.C"	"i"	69
2016-05-26		"12.D"	"i"	60
2016-05-26		"12.D"	"h"	52
2016-05-26		"12.D"	"v"	47
2016-05-26		"10.E"	"i"	46
2016-05-26		"10.B"	"i"	29
2016-05-26		"12.A"	"ú"	28
2016-05-26		"11.C"	"v"	27
2016-05-26		"10.B"	"v"	22
2016-05-27		"9.C"	"v"	93
2016-05-27		"9.C"	"h"	82
2016-05-27		"11.A"	"i"	73
2016-05-27		"9.D"	"v"	68
2016-05-27		"10.D"	"v"	62
2016-05-27		"9.B"	"ú"	62
2016-05-27		"9.B"	"ú"	37
2016-05-27		"11.C"	"v"	33
2016-05-27		"12.E"	"ú"	22
2016-05-30		"11.A"	"v"	98
2016-05-30		"10.E"	"v"	90
2016-05-30		"11.B"	"v"	86
2016-05-30		"9.E"	"v"	86
2016-05-30		"11.D"	"v"	75
2016-05-30		"11.B"	"ú"	71
2016-05-30		"11.E"	"i"	70
2016-05-30		"11.A"	"i"	65
2016-05-30		"9.A"	"v"	56
2016-05-30		"11.E"	"ú"	46
2016-05-30		"12.E"	"i"	43
2016-05-30		"12.B"	"v"	42
2016-05-30		"11.B"	"ú"	42
2016-05-30		"11.D"	"i"	33
2016-05-30		"11.C"	"v"	24
2016-05-30		"10.E"	"ú"	20
2016-05-31		"10.E"	"ú"	90
2016-05-31		"11.C"	"i"	87
2016-05-31		"12.D"	"ú"	86
2016-05-31		"9.D"	"h"	80
2016-05-31		"10.C"	"v"	79
2016-05-31		"9.A"	"i"	73
2016-05-31		"11.C"	"h"	71
2016-05-31		"9.E"	"ú"	64
2016-05-31		"9.B"	"i"	63
2016-05-31		"10.C"	"ú"	59
2016-05-31		"10.B"	"ú"	58
2016-05-31		"12.C"	"v"	58
2016-05-31		"12.B"	"v"	54
2016-05-31		"12.B"	"h"	52
2016-05-31		"12.E"	"ú"	51
2016-05-31		"11.C"	"v"	49
2016-05-31		"9.C"	"v"	46
2016-05-31		"9.D"	"ú"	42
2016-05-31		"12.C"	"i"	37
2016-05-31		"11.A"	"v"	22
2016-06-01		"9.A"	"ú"	97
2016-06-01		"9.A"	"ú"	96
2016-06-01		"11.D"	"i"	91
2016-06-01		"12.A"	"i"	90
2016-06-01		"12.D"	"ú"	89
2016-06-01		"12.C"	"ú"	74
2016-06-01		"12.E"	"h"	73
2016-06-01		"9.A"	"v"	71
2016-06-01		"10.C"	"ú"	69
2016-06-01		"9.C"	"i"	69
2016-06-01		"12.D"	"v"	64
2016-06-01		"11.C"	"ú"	64
2016-06-01		"12.E"	"i"	62
2016-06-01		"11.A"	"i"	58
2016-06-01		"11.B"	"h"	53
2016-06-01		"10.A"	"i"	51
2016-06-01		"10.D"	"i"	43
2016-06-01		"11.D"	"i"	21
2016-06-02		"12.D"	"i"	86
2016-06-02		"11.A"	"ú"	85
2016-06-02		"9.A"	"v"	68
2016-06-02		"11.B"	"v"	57
2016-06-02		"9.D"	"i"	55
2016-06-02		"12.B"	"i"	53
2016-06-02		"12.A"	"v"	48
2016-06-02		"9.C"	"i"	41
2016-06-02		"10.B"	"ú"	36
2016-06-02		"10.E"	"h"	34
2016-06-02		"10.A"	"v"	33
2016-06-02		"9.E"	"i"	32
2016-06-02		"11.B"	"i"	22
2016-06-02		"10.A"	"i"	21
2016-06-02		"11.A"	"v"	20
2016-06-03		"9.A"	"i"	98
2016-06-03		"12.C"	"i"	81
2016-06-03		"9.E"	"v"	73
2016-06-03		"12.A"	"ú"	72
2016-06-03		"9.A"	"i"	70
2016-06-03		"9.C"	"i"	63
2016-06-03		"11.C"	"i"	52
2016-06-03		"11.E"	"i"	49
2016-06-03		"9.E"	"v"	43
2016-06-03		"11.D"	"i"	39
2016-06-03		"12.A"	"ú"	37
2016-06-03		"11.E"	"ú"	35
2016-06-03		"10.C"	"i"	32
2016-06-03		"12.E"	"i"	30
2016-06-03		"11.B"	"ú"	28
2016-06-03		"10.C"	"i"	22
2016-06-06		"11.C"	"ú"	94
2016-06-06		"12.B"	"i"	75
2016-06-06		"9.C"	"ú"	71
2016-06-06		"12.D"	"v"	57
2016-06-06		"11.C"	"i"	50
2016-06-06		"10.C"	"ú"	49
2016-06-06		"11.C"	"i"	48
2016-06-06		"12.E"	"i"	45
2016-06-06		"11.E"	"ú"	39
2016-06-06		"12.E"	"i"	34
2016-06-06		"12.B"	"ú"	32
2016-06-06		"9.E"	"v"	30
2016-06-06		"10.B"	"i"	30
2016-06-06		"9.D"	"ú"	27
2016-06-06		"9.B"	"ú"	23
2016-06-07		"11.B"	"i"	100
2016-06-07		"9.C"	"v"	96
2016-06-07		"9.E"	"h"	89
2016-06-07		"11.D"	"h"	87
2016-06-07		"12.B"	"ú"	70
2016-06-07		"10.E"	"i"	68
2016-06-07		"12.A"	"v"	63
2016-06-07		"12.E"	"v"	61
2016-06-07		"12.D"	"v"	58
2016-06-07		"11.C"	"v"	49
2016-06-07		"12.D"	"ú"	35
2016-06-07		"12.B"	"v"	29
2016-06-07		"9.D"	"ú"	28
2016-06-07		"11.E"	"v"	26
2016-06-08		"10.B"	"ú"	94
2016-06-08		"11.E"	"ú"	94
2016-06-08		"9.D"	"i"	91
2016-06-08		"11.E"	"v"	90
2016-06-08		"10.A"	"ú"	88
2016-06-08		"9.C"	"i"	88
2016-06-08		"10.E"	"ú"	82
2016-06-08		"10.D"	"ú"	79
2016-06-08		"10.B"	"i"	75
2016-06-08		"12.D"	"ú"	62
2016-06-08		"10.B"	"i"	57
2016-06-08		"12.E"	"i"	54
2016-06-08		"12.C"	"v"	49
2016-06-08		"12.A"	"i"	46
2016-06-08		"12.B"	"i"	46
2016-06-08		"12.A"	"ú"	38
2016-06-08		"10.D"	"h"	21
2016-06-08		"11.D"	"i"	20
2016-06-09		"10.D"	"ú"	92
2016-06-09		"12.D"	"i"	86
2016-06-09		"10.A"	"i"	83
2016-06-09		"9.C"	"i"	77
2016-06-09		"11.D"	"v"	64
2016-06-09		"9.C"	"v"	64
2016-06-09		"10.D"	"ú"	64
2016-06-09		"9.C"	"ú"	60
2016-06-09		"11.C"	"ú"	60
2016-06-09		"10.B"	"v"	52
2016-06-09		"10.A"	"ú"	46
2016-06-09		"10.E"	"h"	46
2016-06-09		"12.C"	"i"	45
2016-06-09		"10.B"	"v"	44
2016-06-09		"10.E"	"i"	38
2016-06-09		"11.A"	"i"	25
2016-06-09		"12.D"	"i"	21
2016-06-09		"9.A"	"ú"	20
2016-06-10		"10.A"	"h"	97
2016-06-10		"12.C"	"ú"	89
2016-06-10		"12.D"	"ú"	88
2016-06-10		"9.A"	"i"	82
2016-06-10		"10.B"	"v"	79
2016-06-10		"11.C"	"ú"	78
2016-06-10		"11.D"	"i"	70
2016-06-10		"9.D"	"h"	69
2016-06-10		"11.A"	"i"	63
2016-06-10		"10.C"	"i"	61
2016-06-10		"12.A"	"v"	58
2016-06-10		"10.C"	"i"	52
2016-06-10		"9.B"	"ú"	44
2016-06-10		"10.E"	"v"	44
2016-06-10		"9.B"	"v"	36
2016-06-10		"11.D"	"v"	23
2016-06-10		"11.A"	"i"	20
2016-06-13		"10.C"	"h"	94
2016-06-13		"9.E"	"ú"	89
2016-06-13		"12.C"	"ú"	85
2016-06-13		"12.E"	"ú"	79
2016-06-13		"12.C"	"i"	70
2016-06-13		"11.B"	"v"	70
2016-06-13		"11.B"	"v"	68
2016-06-13		"10.D"	"i"	66
2016-06-13		"10.B"	"ú"	65
2016-06-13		"10.D"	"i"	52
2016-06-13		"12.E"	"ú"	45
2016-06-13		"11.C"	"i"	37
2016-06-13		"10.B"	"i"	37
2016-06-13		"11.A"	"v"	29
2016-06-13		"11.D"	"ú"	24
2016-06-13		"9.A"	"i"	20
2016-06-14		"12.B"	"i"	145
2016-06-14		"11.A"	"i"	83
2016-06-14		"10.B"	"ú"	73
2016-06-14		"10.B"	"i"	62
2016-06-14		"12.A"	"v"	58
2016-06-14		"11.A"	"ú"	56
2016-06-14		"12.E"	"h"	49
2016-06-14		"10.E"	"i"	46
2016-06-14		"11.E"	"ú"	41
2016-06-14		"12.B"	"ú"	38
2016-06-14		"9.E"	"i"	36
2016-06-15		"12.C"	"ú"	91
2016-06-15		"12.D"	"i"	91
2016-06-15		"12.B"	"ú"	85
2016-06-15		"11.C"	"i"	76
2016-06-15		"9.A"	"h"	76
2016-06-15		"12.D"	"ú"	74
2016-06-15		"10.D"	"i"	61
2016-06-15		"10.A"	"i"	56
2016-06-15		"10.A"	"ú"	52
2016-06-15		"11.E"	"v"	49
2016-06-15		"9.D"	"i"	28
2016-06-15		"10.C"	"ú"	25
2016-06-15		"9.D"	"v"	22
2016-06-15		"11.C"	"ú"	22
2016-06-15		"12.C"	"h"	22
